@relation transactions-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.StringToNominal-R6-weka.filters.unsupervised.attribute.StringToNominal-R5

@attribute account_id numeric
@attribute days numeric
@attribute amount numeric
@attribute balance numeric
@attribute k_symbol {'INTEREST CREDITED','HOUSEHOLD PAYMENT','PAYMENT FOR STATEMENT','LOAN PAYMENT','OLD AGE PENSION',INSURRANCE,'SANCTION INTEREST IF NEG BAL'}
@attribute operation {'OTHER','REMITTED TO ANOTHER BANK','CASH WITHDRAWAL','FROM ANOTHER BANK'}
@attribute type {'CREDIT','WITHDRAWAL'}

@data
1584,31,14.6,20299.800781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1584,28,14.6,29348.900391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
9640,0,151.699997,38912.699219,'INTEREST CREDITED','OTHER','CREDIT'
2713,17,14.6,43301.101563,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2713,17,14.6,47803.800781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2453,6,2190,22362,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2453,6,2190,18242.099609,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2453,0,95.699997,24097.5,'INTEREST CREDITED','OTHER','CREDIT'
2302,0,168.899994,38758.101563,'INTEREST CREDITED','OTHER','CREDIT'
2302,23,14.6,26131.900391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3733,22,14.6,81823,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1765,9,5242,20797.300781,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
1765,0,53.700001,11608.5,'INTEREST CREDITED','OTHER','CREDIT'
4650,7,6700,24510.400391,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
7181,0,365.700012,93617.296875,'INTEREST CREDITED','OTHER','CREDIT'
2062,0,190.199997,44073.898438,'INTEREST CREDITED','OTHER','CREDIT'
3939,18,14.6,25163.400391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3939,12,5177,27505.699219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
23,25,14.6,41885.601563,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
23,5,5807,40104.199219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
23,25,14.6,65822.296875,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3246,0,97.199997,22508.300781,'INTEREST CREDITED','OTHER','CREDIT'
2744,22,30,20565.5,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2744,0,99.400002,24460.199219,'INTEREST CREDITED','OTHER','CREDIT'
3254,0,126.400002,29069.400391,'INTEREST CREDITED','OTHER','CREDIT'
3254,19,14.6,25331.5,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3254,0,126.5,29568.300781,'INTEREST CREDITED','OTHER','CREDIT'
1193,8,7334,41069.300781,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1193,23,14.6,30405.199219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
53,19,14.6,15555,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
53,10,4277,24513.699219,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
53,20,14.6,16690.099609,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3305,2,6684,20234.900391,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
