@relation transactions-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.StringToNominal-R6-weka.filters.unsupervised.attribute.StringToNominal-R5

@attribute account_id numeric
@attribute days numeric
@attribute amount numeric
@attribute balance numeric
@attribute k_symbol {'INTEREST CREDITED','HOUSEHOLD PAYMENT','PAYMENT FOR STATEMENT','LOAN PAYMENT','OLD AGE PENSION',INSURRANCE,'SANCTION INTEREST IF NEG BAL'}
@attribute operation {'OTHER','REMITTED TO ANOTHER BANK','CASH WITHDRAWAL','FROM ANOTHER BANK'}
@attribute type {'CREDIT','WITHDRAWAL'}

@data
9640,26,14.6,37993,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
9640,0,140.100006,28538.300781,'INTEREST CREDITED','OTHER','CREDIT'
2713,0,3387,28637.300781,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2713,13,6422,25890.599609,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
2713,0,148.699997,37171.199219,'INTEREST CREDITED','OTHER','CREDIT'
2713,15,14.6,35583.300781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2713,0,3387,38513.601563,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2713,0,3387,41688.601563,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2453,0,98.199997,24505,'INTEREST CREDITED','OTHER','CREDIT'
1765,0,73.199997,17521.300781,'INTEREST CREDITED','OTHER','CREDIT'
2062,10,107,35098.199219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3939,12,5177,25354.699219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
7099,0,120.199997,20537.5,'INTEREST CREDITED','OTHER','CREDIT'
7099,4,236,48439.398438,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
7099,4,4882.5,31861.099609,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
7099,4,4882.5,29571.699219,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
114,19,14.6,23090.199219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
