@relation transactions-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.StringToNominal-R6-weka.filters.unsupervised.attribute.StringToNominal-R5

@attribute account_id numeric
@attribute days numeric
@attribute amount numeric
@attribute balance numeric
@attribute k_symbol {'INTEREST CREDITED','HOUSEHOLD PAYMENT','PAYMENT FOR STATEMENT','LOAN PAYMENT','OLD AGE PENSION',INSURRANCE,'SANCTION INTEREST IF NEG BAL'}
@attribute operation {'OTHER','REMITTED TO ANOTHER BANK','CASH WITHDRAWAL','FROM ANOTHER BANK'}
@attribute type {'CREDIT','WITHDRAWAL'}

@data
3372,14,9838,45785.699219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3372,16,14.6,51136.101563,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2713,0,3387,43142.199219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2713,13,6422,49186.5,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
2713,0,191.800003,45991.300781,'INTEREST CREDITED','OTHER','CREDIT'
2453,0,105,25396.199219,'INTEREST CREDITED','OTHER','CREDIT'
2453,25,14.6,26918.699219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3733,21,14.6,34783.800781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
4650,5,554,13355.700195,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
4650,7,6700,21149.599609,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
4650,18,14.6,49294,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
7181,6,16,40065.199219,INSURRANCE,'REMITTED TO ANOTHER BANK','WITHDRAWAL'
3939,0,109,18763.599609,'INTEREST CREDITED','OTHER','CREDIT'
3939,12,5177,28931.800781,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
23,5,5807,40885.199219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
23,25,14.6,66136.601563,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
7099,18,14.6,17794.800781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1548,0,76.5,14274.200195,'INTEREST CREDITED','OTHER','CREDIT'
3254,19,14.6,26649.599609,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2747,14,3826,16376.299805,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1940,0,52,11983.5,'INTEREST CREDITED','OTHER','CREDIT'
110,0,152.899994,42729,'INTEREST CREDITED','OTHER','CREDIT'
7795,12,6202,95464.703125,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
7795,12,6202,49874.5,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
128,0,137.5,35020,'INTEREST CREDITED','OTHER','CREDIT'
2524,0,78.400002,19929,'INTEREST CREDITED','OTHER','CREDIT'
2524,9,6263,22851.800781,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
363,31,14.6,92336.398438,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1425,13,4069,26606.199219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1425,0,232.5,54484.199219,'INTEREST CREDITED','OTHER','CREDIT'
744,5,5740,26661.199219,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
744,17,14.6,17324.5,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
744,0,104.900002,27128.699219,'INTEREST CREDITED','OTHER','CREDIT'
5072,0,59.200001,25118.199219,'INTEREST CREDITED','OTHER','CREDIT'
1052,0,78,19155,'INTEREST CREDITED','OTHER','CREDIT'
4727,18,14.6,38209,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
919,0,117.599998,29800.599609,'INTEREST CREDITED','OTHER','CREDIT'
5546,31,14.6,17738.5,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
5546,31,14.6,29723.800781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2932,4,4,69758,INSURRANCE,'REMITTED TO ANOTHER BANK','WITHDRAWAL'
2932,7,4920,26772.599609,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2932,0,103.599998,26763.800781,'INTEREST CREDITED','OTHER','CREDIT'
429,24,14.6,40998.300781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
429,25,14.6,34380,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
429,0,228.199997,53097.199219,'INTEREST CREDITED','OTHER','CREDIT'
1505,31,14.6,28130.099609,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
117,0,59.5,13188.200195,'INTEREST CREDITED','OTHER','CREDIT'
117,3,2329,26029.699219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
117,6,4903,30008.599609,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
117,3,2329,17718.699219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
117,3,2329,20132.400391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3148,14,2478,16283.799805,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2613,4,941,13911.299805,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2613,0,115.400002,27610.599609,'INTEREST CREDITED','OTHER','CREDIT'
2613,10,4985,20507.099609,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
2613,0,54.599998,11066.700195,'INTEREST CREDITED','OTHER','CREDIT'
2613,0,65.900002,17241.099609,'INTEREST CREDITED','OTHER','CREDIT'
4424,31,14.6,42295,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3472,0,217.199997,50838.898438,'INTEREST CREDITED','OTHER','CREDIT'
3472,4,9623,86713.703125,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2690,0,115.300003,27866.900391,'INTEREST CREDITED','OTHER','CREDIT'
2166,17,14.6,31430.199219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3989,19,14.6,24541.300781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3989,18,14.6,19307.199219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
9833,11,6531,51194.101563,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1469,21,14.6,12813.099609,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1499,20,14.6,30189.300781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1499,0,137.199997,30724.800781,'INTEREST CREDITED','OTHER','CREDIT'
1499,11,3666,29369.900391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1499,20,14.6,47582.898438,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
998,0,220.399994,56311.601563,'INTEREST CREDITED','OTHER','CREDIT'
4427,19,14.6,13053.700195,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3478,25,14.6,16890.199219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3478,25,14.6,37961.398438,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3712,18,14.6,19297.800781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2226,0,41.599998,22129.599609,'INTEREST CREDITED','OTHER','CREDIT'
2757,31,14.6,18266.900391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2757,0,80.5,19768.400391,'INTEREST CREDITED','OTHER','CREDIT'
4260,17,14.6,26015.599609,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
4260,2,4075.5,23953.5,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
4260,2,4075.5,21768,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
4260,2,4075.5,35191.898438,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
4260,18,14.6,18421.800781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3176,7,4595,16529.699219,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
3863,24,14.6,24209.099609,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3863,26,14.6,29370,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
7231,31,14.6,40442.101563,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3370,31,14.6,31113.800781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3370,0,166,41027.101563,'INTEREST CREDITED','OTHER','CREDIT'
718,0,6041,10971.799805,INSURRANCE,'REMITTED TO ANOTHER BANK','WITHDRAWAL'
2894,0,288.200012,50358.898438,'INTEREST CREDITED','OTHER','CREDIT'
2894,31,14.6,60805.800781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2894,30,14.6,62315.898438,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2894,0,252.800003,54815.101563,'INTEREST CREDITED','OTHER','CREDIT'
2894,31,14.6,53053.101563,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2702,11,3537,65020.601563,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2702,17,14.6,36479.199219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
120,13,3965,47611.300781,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
5428,12,7281.299805,18939.099609,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
5428,25,14.6,22124.5,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
8261,1,646,26714.699219,INSURRANCE,'REMITTED TO ANOTHER BANK','WITHDRAWAL'
8261,0,1915,28696.199219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
8261,0,68.400002,18348,'INTEREST CREDITED','OTHER','CREDIT'
8261,0,71.800003,22527.300781,'INTEREST CREDITED','OTHER','CREDIT'
8261,12,1915,18440.599609,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
4052,12,2948,59954.300781,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3843,0,104,18883.800781,'INTEREST CREDITED','OTHER','CREDIT'
1902,31,30,35048.300781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3136,0,248,56333.398438,'INTEREST CREDITED','OTHER','CREDIT'
504,30,14.6,20795.099609,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
504,31,14.6,26168,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
504,30,14.6,30136.5,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3167,31,14.6,48234.898438,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3171,7,4848,20754.599609,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
3171,7,3102,16909.699219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3171,7,3102,18140.5,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1583,18,100,25232.199219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1583,0,253,15497.5,'INTEREST CREDITED','OTHER','CREDIT'
1909,3,928,23557.599609,INSURRANCE,'REMITTED TO ANOTHER BANK','WITHDRAWAL'
1909,0,85.599998,20417.400391,'INTEREST CREDITED','OTHER','CREDIT'
1909,11,43,18141.199219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
6511,31,14.6,78253.5,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
6511,31,14.6,18860.300781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1722,0,203.800003,57322,'INTEREST CREDITED','OTHER','CREDIT'
1937,16,14.6,20270.900391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1937,2,2933,16451.900391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
5387,30,14.6,354.200012,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2865,2,3482,35235.5,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2865,2,3482,32643.5,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2865,0,74.099998,13055,'INTEREST CREDITED','OTHER','CREDIT'
3469,12,2554,17291.400391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2673,0,159.100006,35112.898438,'INTEREST CREDITED','OTHER','CREDIT'
