@relation transactions-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.StringToNominal-R6-weka.filters.unsupervised.attribute.StringToNominal-R5

@attribute account_id numeric
@attribute days numeric
@attribute amount numeric
@attribute balance numeric
@attribute k_symbol {'INTEREST CREDITED','HOUSEHOLD PAYMENT','PAYMENT FOR STATEMENT','LOAN PAYMENT','OLD AGE PENSION',INSURRANCE,'SANCTION INTEREST IF NEG BAL'}
@attribute operation {'OTHER','REMITTED TO ANOTHER BANK','CASH WITHDRAWAL','FROM ANOTHER BANK'}
@attribute type {'CREDIT','WITHDRAWAL'}

@data
2453,6,2190,23191.599609,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3655,0,184.600006,42724,'INTEREST CREDITED','OTHER','CREDIT'
128,30,14.6,61130.101563,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
4727,0,162.699997,38372.898438,'INTEREST CREDITED','OTHER','CREDIT'
117,3,2329,25712.5,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
4424,0,223.899994,50623.199219,'INTEREST CREDITED','OTHER','CREDIT'
7674,5,1477,16528.5,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2166,6,262,25315.099609,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
718,19,210.399994,43652.800781,'INTEREST CREDITED','OTHER','CREDIT'
3469,0,76.599998,19860,'INTEREST CREDITED','OTHER','CREDIT'
695,0,123.800003,30927.900391,'INTEREST CREDITED','OTHER','CREDIT'
55,10,3086,13241.5,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
441,0,265.799988,61013,'INTEREST CREDITED','OTHER','CREDIT'
2549,0,173.300003,43899.398438,'INTEREST CREDITED','OTHER','CREDIT'
3147,17,14.6,29628.900391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
4293,18,100,44330.601563,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3891,7,3172,87525.101563,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3089,0,284.399994,80253.296875,'INTEREST CREDITED','OTHER','CREDIT'
1376,0,74.900002,18511.199219,'INTEREST CREDITED','OTHER','CREDIT'
5726,26,100,14483,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1588,31,92,22602.900391,'INTEREST CREDITED','OTHER','CREDIT'
3507,0,295.100006,64099.699219,'INTEREST CREDITED','OTHER','CREDIT'
2033,0,136.800003,29849.099609,'INTEREST CREDITED','OTHER','CREDIT'
3028,0,63.099998,16105.799805,'INTEREST CREDITED','OTHER','CREDIT'
3422,25,14.6,41029,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
33,23,14.6,61746.800781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3069,14,6704,90084.898438,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
719,9,1991,23427.900391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2924,31,14.6,38902.601563,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3999,2,563,49026.699219,INSURRANCE,'REMITTED TO ANOTHER BANK','WITHDRAWAL'
2849,20,14.6,22916.199219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1378,9,2953,50966.398438,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2519,6,1599,19962.900391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3601,9,1794,34350.101563,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1285,0,144.800003,35328,'INTEREST CREDITED','OTHER','CREDIT'
1393,0,177.800003,42982.800781,'INTEREST CREDITED','OTHER','CREDIT'
2711,12,7300,47490,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2054,18,14.6,36379.101563,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3302,0,94.800003,22855.900391,'INTEREST CREDITED','OTHER','CREDIT'
1630,0,81,19350.300781,'INTEREST CREDITED','OTHER','CREDIT'
2925,17,14.6,27953.400391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
