@relation transactions-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.StringToNominal-R6-weka.filters.unsupervised.attribute.StringToNominal-R5

@attribute account_id numeric
@attribute days numeric
@attribute amount numeric
@attribute balance numeric
@attribute k_symbol {'INTEREST CREDITED','HOUSEHOLD PAYMENT','PAYMENT FOR STATEMENT','LOAN PAYMENT','OLD AGE PENSION',INSURRANCE,'SANCTION INTEREST IF NEG BAL'}
@attribute operation {'OTHER','REMITTED TO ANOTHER BANK','CASH WITHDRAWAL','FROM ANOTHER BANK'}
@attribute type {'CREDIT','WITHDRAWAL'}

@data
3372,14,9838,77864.203125,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3372,17,14.6,61460.398438,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
9640,0,183.800003,47468.601563,'INTEREST CREDITED','OTHER','CREDIT'
2731,13,5044,52461.199219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2731,0,170.399994,38353.398438,'INTEREST CREDITED','OTHER','CREDIT'
2713,0,3387,22182.800781,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2713,0,111.300003,24630.099609,'INTEREST CREDITED','OTHER','CREDIT'
2713,0,78.599998,18387.099609,'INTEREST CREDITED','OTHER','CREDIT'
2713,0,3387,49011.699219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1863,5,3371,29757.800781,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2453,24,14.6,18676.699219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2453,24,14.6,25736.699219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2453,0,85.699997,21612.800781,'INTEREST CREDITED','OTHER','CREDIT'
2302,0,125.900002,29680.300781,'INTEREST CREDITED','OTHER','CREDIT'
3733,22,14.6,81823,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1765,2,2011,19745.400391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
4650,25,14.6,15299.400391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
4650,5,554,28463.400391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1580,12,8094.200195,27137.800781,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
