@relation transactions-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.StringToNominal-R6-weka.filters.unsupervised.attribute.StringToNominal-R5

@attribute account_id numeric
@attribute days numeric
@attribute amount numeric
@attribute balance numeric
@attribute k_symbol {'INTEREST CREDITED','HOUSEHOLD PAYMENT','PAYMENT FOR STATEMENT','LOAN PAYMENT','OLD AGE PENSION',INSURRANCE,'SANCTION INTEREST IF NEG BAL'}
@attribute operation {'OTHER','REMITTED TO ANOTHER BANK','CASH WITHDRAWAL','FROM ANOTHER BANK'}
@attribute type {'CREDIT','WITHDRAWAL'}

@data
3372,16,14.6,73475.703125,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1584,0,105.800003,25953,'INTEREST CREDITED','OTHER','CREDIT'
9640,0,154,40328.601563,'INTEREST CREDITED','OTHER','CREDIT'
9640,5,10597,16018.900391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
9640,5,10597,32452.5,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2713,13,6422,43578.601563,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
2713,15,14.6,35583.300781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2713,0,3387,27329.699219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1863,0,102,30910.800781,'INTEREST CREDITED','OTHER','CREDIT'
2453,25,14.6,17470.099609,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1765,0,5242,5642,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
1765,9,5242,23437.900391,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
4650,5,554,12458.099609,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
4650,5,554,26137.400391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
4650,18,14.6,18988.400391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
7181,6,16,57024.5,INSURRANCE,'REMITTED TO ANOTHER BANK','WITHDRAWAL'
7181,0,373.5,87728.101563,'INTEREST CREDITED','OTHER','CREDIT'
3939,16,14.6,26330.099609,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3939,19,14.6,31343.800781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
23,0,193.800003,38036.199219,'INTEREST CREDITED','OTHER','CREDIT'
