@relation transactions-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.StringToNominal-R6-weka.filters.unsupervised.attribute.StringToNominal-R5

@attribute account_id numeric
@attribute days numeric
@attribute amount numeric
@attribute balance numeric
@attribute k_symbol {'INTEREST CREDITED','HOUSEHOLD PAYMENT','PAYMENT FOR STATEMENT','LOAN PAYMENT','OLD AGE PENSION',INSURRANCE,'SANCTION INTEREST IF NEG BAL'}
@attribute operation {'OTHER','REMITTED TO ANOTHER BANK','CASH WITHDRAWAL','FROM ANOTHER BANK'}
@attribute type {'CREDIT','WITHDRAWAL'}

@data
3372,14,9838,38281.101563,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1584,31,14.6,15881.700195,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1584,31,14.6,27404.099609,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
9640,23,14.6,26089.900391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
9640,0,162.899994,41537.199219,'INTEREST CREDITED','OTHER','CREDIT'
9640,18,14.6,29615.900391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
9640,7,3184.300049,7055.299805,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
9640,7,3184.300049,20475.300781,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2731,0,223.800003,45658.300781,'INTEREST CREDITED','OTHER','CREDIT'
2713,0,107.300003,23843.599609,'INTEREST CREDITED','OTHER','CREDIT'
2713,15,14.6,35583.300781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1863,5,3371,52881.5,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2453,6,2190,22362,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2453,6,2190,23546.699219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2302,0,170.300003,37164.101563,'INTEREST CREDITED','OTHER','CREDIT'
1765,9,5242,18475.800781,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
4650,7,6700,24676.400391,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
4650,18,14.6,31011.800781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2062,18,14.6,29514.199219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2062,0,217.699997,46106,'INTEREST CREDITED','OTHER','CREDIT'
23,5,5807,24844.400391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
23,0,205.399994,37408,'INTEREST CREDITED','OTHER','CREDIT'
23,5,5807,56861.5,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
23,5,5807,61288.300781,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
7099,4,4882.5,27990.800781,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
7099,18,14.6,16286.099609,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
114,20,14.6,18605.599609,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1548,19,14.6,12152,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1548,12,2106,14163.900391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3246,0,101,25193.400391,'INTEREST CREDITED','OTHER','CREDIT'
3246,21,14.6,29581.5,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2744,9,14384,27341.699219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
660,11,1234,55694.699219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
893,31,14.6,68345.101563,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1193,23,14.6,28307.900391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1193,0,114.199997,25676,'INTEREST CREDITED','OTHER','CREDIT'
1193,8,7334,27726.099609,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
987,0,242.199997,55847,'INTEREST CREDITED','OTHER','CREDIT'
2747,14,3826,30662.199219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2747,0,69.599998,16356.299805,'INTEREST CREDITED','OTHER','CREDIT'
1940,24,14.6,20083.300781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3655,0,154,33463.601563,'INTEREST CREDITED','OTHER','CREDIT'
3655,7,2945,32410.900391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
878,6,3943,35685.199219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
110,6,3050,42088,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
110,0,208.199997,52525.101563,'INTEREST CREDITED','OTHER','CREDIT'
91,18,15600,7334.100098,'HOUSEHOLD PAYMENT','CASH WITHDRAWAL','WITHDRAWAL'
7795,31,14.6,55592.800781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
7795,12,6202,51737.300781,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
7795,12,6202,91944.703125,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
128,31,14.6,31482.400391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
