@relation transactions-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.StringToNominal-R6-weka.filters.unsupervised.attribute.StringToNominal-R5

@attribute account_id numeric
@attribute days numeric
@attribute amount numeric
@attribute balance numeric
@attribute k_symbol {'INTEREST CREDITED','HOUSEHOLD PAYMENT','PAYMENT FOR STATEMENT','LOAN PAYMENT','OLD AGE PENSION',INSURRANCE,'SANCTION INTEREST IF NEG BAL'}
@attribute operation {'OTHER','REMITTED TO ANOTHER BANK','CASH WITHDRAWAL','FROM ANOTHER BANK'}
@attribute type {'CREDIT','WITHDRAWAL'}

@data
9640,26,14.6,45773,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3305,17,14.6,18012,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3305,2,6684,22163.300781,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
744,8,2165,25198,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2901,0,218.199997,48575.5,'INTEREST CREDITED','OTHER','CREDIT'
7674,7,3937.300049,87142.601563,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1909,3,928,18259.800781,INSURRANCE,'REMITTED TO ANOTHER BANK','WITHDRAWAL'
1722,10,4472,28488.199219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3053,18,14.6,50417.699219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3907,28,14.6,25685.900391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
4293,12,4561,54496.5,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1303,8,3601,38851.800781,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1665,7,1578,24819.800781,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2203,7,6686,24683.599609,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
2915,30,14.6,65344.601563,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1349,0,55.700001,14190.400391,'INTEREST CREDITED','OTHER','CREDIT'
2519,18,14.6,24414.599609,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1775,0,69.199997,17975.599609,'INTEREST CREDITED','OTHER','CREDIT'
1412,22,14.6,17834.800781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1251,13,7870,16006,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2436,31,14.6,41475.398438,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
7828,0,117.800003,39476.5,'INTEREST CREDITED','OTHER','CREDIT'
2428,31,14.6,60628.699219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2195,0,366.100006,84673.101563,'INTEREST CREDITED','OTHER','CREDIT'
3425,18,14.6,28990.900391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2665,0,70.300003,16463,'INTEREST CREDITED','OTHER','CREDIT'
828,30,139.199997,38694.601563,'INTEREST CREDITED','OTHER','CREDIT'
1444,14,2024,27726.699219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2543,0,137.600006,30003.5,'INTEREST CREDITED','OTHER','CREDIT'
1468,30,14.6,14697.299805,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1206,10,5383,18693.199219,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
4329,30,14.6,28916.099609,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1088,11,3032,26055.900391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
929,0,164.800003,40864.898438,'INTEREST CREDITED','OTHER','CREDIT'
80,0,76.599998,18560.599609,'INTEREST CREDITED','OTHER','CREDIT'
2972,0,346.899994,72054.796875,'INTEREST CREDITED','OTHER','CREDIT'
3936,20,14.6,25906.400391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
7944,29,14.6,55302.601563,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1032,31,14.6,49373,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3436,16,14.6,23821.199219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
691,24,14.6,25262,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3927,22,14.6,21566.300781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
452,6,5058,54949.601563,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2691,31,100,22797.900391,'INTEREST CREDITED','OTHER','CREDIT'
1675,12,4327,14117.299805,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
851,0,173.399994,30285.599609,'INTEREST CREDITED','OTHER','CREDIT'
160,0,276.700012,67639.203125,'INTEREST CREDITED','OTHER','CREDIT'
5740,31,14.6,2315.699951,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3820,14,8054,48885.800781,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
9030,0,180,48955.800781,'INTEREST CREDITED','OTHER','CREDIT'
3752,2,3218,57793.601563,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
151,13,411,17331.5,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
8645,5,8919,15428.900391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1418,24,14.6,40805.800781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2964,13,2306,17280.5,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
4434,0,279.200012,36338.300781,'INTEREST CREDITED','OTHER','CREDIT'
269,0,105.699997,25486.599609,'INTEREST CREDITED','OTHER','CREDIT'
61,0,98.800003,23827.400391,'INTEREST CREDITED','OTHER','CREDIT'
552,7,2097,14807.099609,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
813,0,164.5,39424.199219,'INTEREST CREDITED','OTHER','CREDIT'
3074,0,184.899994,74619.203125,'INTEREST CREDITED','OTHER','CREDIT'
352,3,4351,24190.900391,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
4408,0,281.899994,88561.898438,'INTEREST CREDITED','OTHER','CREDIT'
9031,10,645,22245.5,INSURRANCE,'REMITTED TO ANOTHER BANK','WITHDRAWAL'
8899,12,2088.800049,51146.300781,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3448,19,30,39140.5,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
5358,0,231.399994,54437.699219,'INTEREST CREDITED','OTHER','CREDIT'
346,0,231.899994,57569.800781,'INTEREST CREDITED','OTHER','CREDIT'
2,0,201.300003,53484.5,'INTEREST CREDITED','OTHER','CREDIT'
1686,0,146.800003,40456.101563,'INTEREST CREDITED','OTHER','CREDIT'
2985,0,142.899994,30609.599609,'INTEREST CREDITED','OTHER','CREDIT'
3099,0,117.800003,28250.599609,'INTEREST CREDITED','OTHER','CREDIT'
3087,0,70.900002,16127.900391,'INTEREST CREDITED','OTHER','CREDIT'
7606,6,4268,31359.199219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
4121,30,14.6,26101.900391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2632,21,14.6,38712.300781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2327,0,77,18541,'INTEREST CREDITED','OTHER','CREDIT'
2963,24,14.6,55299.199219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1272,31,30,70145,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
730,0,170.800003,51084.601563,'INTEREST CREDITED','OTHER','CREDIT'
1302,31,6090,12980,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
2090,19,14.6,29030.5,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
358,11,532,26103.400391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
7594,9,1347,35628.199219,INSURRANCE,'REMITTED TO ANOTHER BANK','WITHDRAWAL'
8972,0,109.800003,30215.699219,'INTEREST CREDITED','OTHER','CREDIT'
3378,30,136.699997,35555.699219,'INTEREST CREDITED','OTHER','CREDIT'
288,0,95.5,23517.099609,'INTEREST CREDITED','OTHER','CREDIT'
5632,0,111.900002,20888.699219,'INTEREST CREDITED','OTHER','CREDIT'
1288,4,2948,16999.800781,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
