@relation transactions-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.StringToNominal-R6-weka.filters.unsupervised.attribute.StringToNominal-R5

@attribute account_id numeric
@attribute days numeric
@attribute amount numeric
@attribute balance numeric
@attribute k_symbol {'INTEREST CREDITED','HOUSEHOLD PAYMENT','PAYMENT FOR STATEMENT','LOAN PAYMENT','OLD AGE PENSION',INSURRANCE,'SANCTION INTEREST IF NEG BAL'}
@attribute operation {'OTHER','REMITTED TO ANOTHER BANK','CASH WITHDRAWAL','FROM ANOTHER BANK'}
@attribute type {'CREDIT','WITHDRAWAL'}

@data
2731,13,5044,69083.398438,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2302,7,1989,36754.5,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3472,5,227,58446.101563,INSURRANCE,'REMITTED TO ANOTHER BANK','WITHDRAWAL'
9548,8,9613,37423.300781,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1450,18,14.6,43506.800781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2549,17,14.6,35537.699219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
4293,0,135.300003,18408,'INTEREST CREDITED','OTHER','CREDIT'
4161,0,145,35562.601563,'INTEREST CREDITED','OTHER','CREDIT'
836,0,116.400002,29322.900391,'INTEREST CREDITED','OTHER','CREDIT'
1331,26,14.6,19429.699219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1331,23,14.6,12579.200195,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2980,0,76.199997,12719.400391,'INTEREST CREDITED','OTHER','CREDIT'
2915,0,275.100006,73945.601563,'INTEREST CREDITED','OTHER','CREDIT'
3912,9,1177,31833.400391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
914,0,77.900002,19255.800781,'INTEREST CREDITED','OTHER','CREDIT'
423,11,1942,18138.099609,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
274,0,181.300003,42015.601563,'INTEREST CREDITED','OTHER','CREDIT'
1378,22,14.6,55593.800781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2538,0,6379,6579,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
2458,30,30,42421,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
751,6,4350,22992.800781,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
9225,12,3421.5,84582,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1818,0,161.800003,38425.5,'INTEREST CREDITED','OTHER','CREDIT'
477,16,14.6,37775.398438,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1630,6,3595,10174.400391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1775,24,14.6,26126.400391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2925,17,14.6,25520.900391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
733,0,22.1,27364,'INTEREST CREDITED','OTHER','CREDIT'
2803,0,177.699997,21783.5,'INTEREST CREDITED','OTHER','CREDIT'
88,16,14.6,23463.5,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
843,3,955,9204.099609,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3741,0,77.199997,17577.099609,'INTEREST CREDITED','OTHER','CREDIT'
461,8,1530,55584,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2940,0,79.099998,16551.699219,'INTEREST CREDITED','OTHER','CREDIT'
3328,5,3300,20282.900391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1845,0,48.799999,29334.800781,'INTEREST CREDITED','OTHER','CREDIT'
67,19,14.6,26730.400391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3220,31,14.6,52667.800781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
985,0,80.5,19266.5,'INTEREST CREDITED','OTHER','CREDIT'
10440,30,87.599998,23861.099609,'INTEREST CREDITED','OTHER','CREDIT'
1732,0,217.800003,53270.699219,'INTEREST CREDITED','OTHER','CREDIT'
837,19,14.6,33171.300781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
942,28,14.6,17116.900391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1206,0,3279,20167.400391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
8173,30,14.6,37778.800781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3738,7,5750,16351.799805,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
8505,0,167.600006,35840.699219,'INTEREST CREDITED','OTHER','CREDIT'
2993,31,30,66792.398438,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1371,0,84.800003,20992.099609,'INTEREST CREDITED','OTHER','CREDIT'
3585,19,14.6,29297.099609,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2909,0,154.100006,34792.398438,'INTEREST CREDITED','OTHER','CREDIT'
378,0,2,102990,INSURRANCE,'REMITTED TO ANOTHER BANK','WITHDRAWAL'
10243,31,14.6,17451.099609,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3292,0,101.800003,24926.900391,'INTEREST CREDITED','OTHER','CREDIT'
160,25,14.6,65500.398438,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3752,14,3218,45652.699219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2243,21,14.6,29432.099609,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1912,4,3232,19339,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1,5,2452,15511,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1011,18,14.6,47729.101563,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2833,18,14.6,15612.799805,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2357,8,3869,32509.199219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2092,0,213.5,54989.101563,'INTEREST CREDITED','OTHER','CREDIT'
1332,0,343.899994,86912.898438,'INTEREST CREDITED','OTHER','CREDIT'
2881,21,14.6,63505.800781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
7618,0,111,38186.601563,'INTEREST CREDITED','OTHER','CREDIT'
2027,19,14.6,25256.699219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2548,0,149.100006,36690.300781,'INTEREST CREDITED','OTHER','CREDIT'
1132,0,311,66879.5,'INTEREST CREDITED','OTHER','CREDIT'
3567,0,266.200012,76221.5,'INTEREST CREDITED','OTHER','CREDIT'
956,31,14.6,43126.300781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3185,0,213.899994,49598.199219,'INTEREST CREDITED','OTHER','CREDIT'
1299,0,64.300003,15431.900391,'INTEREST CREDITED','OTHER','CREDIT'
3087,31,14.6,15221.299805,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3101,30,14.6,18304,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2058,0,87.699997,19961.300781,'INTEREST CREDITED','OTHER','CREDIT'
2085,30,130.899994,33367.300781,'INTEREST CREDITED','OTHER','CREDIT'
2606,0,31,33845.199219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3991,0,81.800003,19603.400391,'INTEREST CREDITED','OTHER','CREDIT'
2618,6,3223,22711.199219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
9635,0,1.5,11060.900391,'INTEREST CREDITED','OTHER','CREDIT'
2811,12,14584,66447.101563,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3373,16,14.6,6447.700195,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
10079,12,2784.800049,62716.800781,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
8680,0,119.5,30077.300781,'INTEREST CREDITED','OTHER','CREDIT'
3421,12,8640,83927.796875,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3404,31,14.6,68641.898438,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2185,11,2004,32072.800781,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3717,0,99.800003,23620.699219,'INTEREST CREDITED','OTHER','CREDIT'
1340,18,14.6,20898.900391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
6636,0,133,24520.699219,'INTEREST CREDITED','OTHER','CREDIT'
6636,2,400,95341.898438,'HOUSEHOLD PAYMENT','CASH WITHDRAWAL','WITHDRAWAL'
1338,8,4545,43603.898438,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
4852,6,4794,17012.5,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
446,0,131.600006,30900.599609,'INTEREST CREDITED','OTHER','CREDIT'
891,17,14.6,31341.199219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3424,18,14.6,58491.898438,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
4134,22,14.6,31934.699219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3319,0,122.199997,28952.5,'INTEREST CREDITED','OTHER','CREDIT'
3319,25,14.6,29142.400391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2576,0,184.199997,57674.101563,'INTEREST CREDITED','OTHER','CREDIT'
2576,0,63.799999,14888,'INTEREST CREDITED','OTHER','CREDIT'
1829,0,113.199997,23916,'INTEREST CREDITED','OTHER','CREDIT'
3834,6,3114,25351.599609,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3368,0,176,68881.398438,INSURRANCE,'REMITTED TO ANOTHER BANK','WITHDRAWAL'
2311,31,133.100006,41761.398438,'INTEREST CREDITED','OTHER','CREDIT'
2876,20,14.6,32473.300781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3948,18,14.6,33106,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2299,0,48.900002,12384.400391,'INTEREST CREDITED','OTHER','CREDIT'
1671,0,118.900002,29273.800781,'INTEREST CREDITED','OTHER','CREDIT'
2814,17,14.6,23046,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
865,6,409,15646.299805,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
54,19,14.6,18591.800781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2813,2,798,18199.599609,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1714,0,84.5,20239.199219,'INTEREST CREDITED','OTHER','CREDIT'
9337,0,4.3,10150.799805,'INTEREST CREDITED','OTHER','CREDIT'
3032,5,6605,27371.400391,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
1788,0,71.900002,17896.099609,'INTEREST CREDITED','OTHER','CREDIT'
