@relation transactions-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.StringToNominal-R6-weka.filters.unsupervised.attribute.StringToNominal-R5

@attribute account_id numeric
@attribute days numeric
@attribute amount numeric
@attribute balance numeric
@attribute k_symbol {'INTEREST CREDITED','HOUSEHOLD PAYMENT','PAYMENT FOR STATEMENT','LOAN PAYMENT','OLD AGE PENSION',INSURRANCE,'SANCTION INTEREST IF NEG BAL'}
@attribute operation {'OTHER','REMITTED TO ANOTHER BANK','CASH WITHDRAWAL','FROM ANOTHER BANK'}
@attribute type {'CREDIT','WITHDRAWAL'}

@data
1584,30,14.6,14282.700195,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1584,0,65.5,15896.299805,'INTEREST CREDITED','OTHER','CREDIT'
9640,5,10597,16765.699219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
9640,0,113.300003,21898,'INTEREST CREDITED','OTHER','CREDIT'
9640,0,162.899994,41537.199219,'INTEREST CREDITED','OTHER','CREDIT'
9640,16,14.6,26976.199219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
9640,7,3184.300049,22825.800781,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2731,30,104.800003,33627.398438,'INTEREST CREDITED','OTHER','CREDIT'
2731,0,163.399994,34719.800781,'INTEREST CREDITED','OTHER','CREDIT'
2713,0,118.599998,24315.900391,'INTEREST CREDITED','OTHER','CREDIT'
2713,0,113,28423.800781,'INTEREST CREDITED','OTHER','CREDIT'
2713,13,6422,30484.599609,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
2713,13,6422,27898.900391,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
2713,17,14.6,21441.5,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2713,17,14.6,30831.400391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1863,25,14.6,41907,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1863,25,14.6,51785.800781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2453,6,2190,13117.200195,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2453,24,14.6,26533.5,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1765,9,5242,17427.699219,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
1765,9,5242,20386.400391,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
1765,2,2011,17448.099609,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
4650,7,6700,31913.5,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1580,31,14.6,100040,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
7181,24,100,23355.300781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2062,0,229,72484.601563,'INTEREST CREDITED','OTHER','CREDIT'
3939,0,25.9,15491.900391,'INTEREST CREDITED','OTHER','CREDIT'
3939,12,5177,26238,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
23,23,14.6,40523.898438,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
23,26,14.6,64996.601563,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
7099,8,528,32651.099609,INSURRANCE,'REMITTED TO ANOTHER BANK','WITHDRAWAL'
7099,19,97.599998,19213.199219,'INTEREST CREDITED','OTHER','CREDIT'
1548,12,2106,17658.300781,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3246,0,139.300003,33838.101563,'INTEREST CREDITED','OTHER','CREDIT'
893,31,14.6,60183.398438,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1193,0,92.599998,23538.199219,'INTEREST CREDITED','OTHER','CREDIT'
53,10,4277,9268.5,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
53,0,56.099998,13042.900391,'INTEREST CREDITED','OTHER','CREDIT'
53,19,14.6,19771,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
987,0,199.199997,44060.699219,'INTEREST CREDITED','OTHER','CREDIT'
3655,14,14.6,23187.199219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
7795,12,6202,70551,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
363,31,14.6,41290,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
4010,25,14.6,29763.599609,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
251,11,3059,51693.800781,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
744,5,5740,21233.599609,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
744,17,14.6,14213.900391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3208,31,284.5,75018.398438,'INTEREST CREDITED','OTHER','CREDIT'
3208,0,336.899994,82366.398438,'INTEREST CREDITED','OTHER','CREDIT'
1052,31,14.6,30315.699219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2074,5,2354,54704.5,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2901,26,14.6,47588.398438,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
849,30,158.199997,23283.300781,'INTEREST CREDITED','OTHER','CREDIT'
4727,12,4485,40503.5,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
5546,0,105.800003,-548.799988,'INTEREST CREDITED','OTHER','CREDIT'
5546,30,14.6,45310.601563,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
5546,30,14.6,28943.900391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2932,7,4920,41659.898438,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
117,6,4903,21445.400391,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
117,6,4903,24122.199219,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
117,0,84.199997,21379.199219,'INTEREST CREDITED','OTHER','CREDIT'
