@relation transactions-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.StringToNominal-R6-weka.filters.unsupervised.attribute.StringToNominal-R5

@attribute account_id numeric
@attribute days numeric
@attribute amount numeric
@attribute balance numeric
@attribute k_symbol {'INTEREST CREDITED','HOUSEHOLD PAYMENT','PAYMENT FOR STATEMENT','LOAN PAYMENT','OLD AGE PENSION',INSURRANCE,'SANCTION INTEREST IF NEG BAL'}
@attribute operation {'OTHER','REMITTED TO ANOTHER BANK','CASH WITHDRAWAL','FROM ANOTHER BANK'}
@attribute type {'CREDIT','WITHDRAWAL'}

@data
3305,12,22,11930.200195,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1425,13,4069,44850.5,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3989,7,2097,24456.900391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3989,18,14.6,23581.900391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
9833,0,156.699997,23673.300781,'INTEREST CREDITED','OTHER','CREDIT'
3712,18,14.6,12044.900391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3863,26,14.6,15565.400391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3863,25,14.6,20416.599609,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1450,7,3103,35660.101563,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
4052,0,72.400002,17941.800781,'INTEREST CREDITED','OTHER','CREDIT'
1618,0,111.900002,29046.300781,'INTEREST CREDITED','OTHER','CREDIT'
729,0,89.900002,21762.900391,'INTEREST CREDITED','OTHER','CREDIT'
1937,0,91.599998,21523.699219,'INTEREST CREDITED','OTHER','CREDIT'
9153,28,82.300003,23339.599609,'INTEREST CREDITED','OTHER','CREDIT'
3697,21,14.6,53843.800781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2821,0,71.5,18783.800781,'INTEREST CREDITED','OTHER','CREDIT'
2923,5,4179,23955.400391,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
4293,0,4797,41013.300781,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
