@relation transactions-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.StringToNominal-R6-weka.filters.unsupervised.attribute.StringToNominal-R5

@attribute account_id numeric
@attribute days numeric
@attribute amount numeric
@attribute balance numeric
@attribute k_symbol {'INTEREST CREDITED','HOUSEHOLD PAYMENT','PAYMENT FOR STATEMENT','LOAN PAYMENT','OLD AGE PENSION',INSURRANCE,'SANCTION INTEREST IF NEG BAL'}
@attribute operation {'OTHER','REMITTED TO ANOTHER BANK','CASH WITHDRAWAL','FROM ANOTHER BANK'}
@attribute type {'CREDIT','WITHDRAWAL'}

@data
3372,17,14.6,41094.300781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1584,0,53.299999,13142.200195,'INTEREST CREDITED','OTHER','CREDIT'
2713,18,14.6,24558.5,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2713,0,3387,39961.300781,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1863,5,3371,28289.699219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2453,6,2190,21144.300781,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2453,6,2190,24343.5,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2453,0,95.699997,24097.5,'INTEREST CREDITED','OTHER','CREDIT'
2302,31,14.6,43225.101563,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2302,0,206.800003,51417.199219,'INTEREST CREDITED','OTHER','CREDIT'
1765,0,64.199997,16529,'INTEREST CREDITED','OTHER','CREDIT'
1580,0,114.199997,25861.199219,'INTEREST CREDITED','OTHER','CREDIT'
2062,0,229.600006,37187.199219,'INTEREST CREDITED','OTHER','CREDIT'
3939,0,109.099998,25729.199219,'INTEREST CREDITED','OTHER','CREDIT'
