@relation transactions-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.StringToNominal-R6-weka.filters.unsupervised.attribute.StringToNominal-R5

@attribute account_id numeric
@attribute days numeric
@attribute amount numeric
@attribute balance numeric
@attribute k_symbol {'INTEREST CREDITED','HOUSEHOLD PAYMENT','PAYMENT FOR STATEMENT','LOAN PAYMENT','OLD AGE PENSION',INSURRANCE,'SANCTION INTEREST IF NEG BAL'}
@attribute operation {'OTHER','REMITTED TO ANOTHER BANK','CASH WITHDRAWAL','FROM ANOTHER BANK'}
@attribute type {'CREDIT','WITHDRAWAL'}

@data
3372,30,186.199997,47393.300781,'INTEREST CREDITED','OTHER','CREDIT'
9640,7,3184.300049,13330.099609,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
9640,18,14.6,36965.5,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2731,13,5044,52656.398438,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2713,0,130.800003,25616.900391,'INTEREST CREDITED','OTHER','CREDIT'
2713,0,3387,28310.800781,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2713,0,110.599998,26001.099609,'INTEREST CREDITED','OTHER','CREDIT'
1863,25,14.6,30009.199219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1863,1,201,26437.199219,INSURRANCE,'REMITTED TO ANOTHER BANK','WITHDRAWAL'
1863,5,3371,36331.699219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2453,6,2190,15415.299805,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2453,6,2190,23333.699219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2453,24,14.6,25736.699219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2453,0,100.599998,24842.900391,'INTEREST CREDITED','OTHER','CREDIT'
3733,0,171.199997,34798.398438,'INTEREST CREDITED','OTHER','CREDIT'
1765,9,5242,21756.400391,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
4650,0,77.199997,16145.200195,'INTEREST CREDITED','OTHER','CREDIT'
7181,0,263.5,79153.796875,'INTEREST CREDITED','OTHER','CREDIT'
2062,10,107,11829.599609,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
23,25,14.6,42659.800781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
23,5,5807,52595.898438,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
23,5,5807,56961,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
7099,0,193.100006,24858.900391,'INTEREST CREDITED','OTHER','CREDIT'
7099,8,528,62369.5,INSURRANCE,'REMITTED TO ANOTHER BANK','WITHDRAWAL'
7099,19,14.6,32151,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
114,20,14.6,22974.5,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1548,12,2106,13541.299805,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3246,0,100.099998,19760.800781,'INTEREST CREDITED','OTHER','CREDIT'
3246,0,86.599998,18991.800781,'INTEREST CREDITED','OTHER','CREDIT'
660,11,1234,44715.699219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
660,20,14.6,36368.601563,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
893,0,203.899994,49923.101563,'INTEREST CREDITED','OTHER','CREDIT'
