@relation transactions-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.StringToNominal-R6-weka.filters.unsupervised.attribute.StringToNominal-R5

@attribute account_id numeric
@attribute days numeric
@attribute amount numeric
@attribute balance numeric
@attribute k_symbol {'INTEREST CREDITED','HOUSEHOLD PAYMENT','PAYMENT FOR STATEMENT','LOAN PAYMENT','OLD AGE PENSION',INSURRANCE,'SANCTION INTEREST IF NEG BAL'}
@attribute operation {'OTHER','REMITTED TO ANOTHER BANK','CASH WITHDRAWAL','FROM ANOTHER BANK'}
@attribute type {'CREDIT','WITHDRAWAL'}

@data
9640,19,14.6,28678.599609,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
9640,26,14.6,52823.300781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
9640,5,10597,42226.300781,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
9640,26,14.6,30768.599609,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2731,0,204.600006,50442.101563,'INTEREST CREDITED','OTHER','CREDIT'
2713,13,6422,29750.400391,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
2713,15,14.6,35583.300781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2713,0,160.600006,38409.300781,'INTEREST CREDITED','OTHER','CREDIT'
2453,6,2190,24259.400391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2302,0,167.800003,37098.398438,'INTEREST CREDITED','OTHER','CREDIT'
3733,9,11123,52321.800781,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
4650,5,554,11773.900391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1580,19,14.6,49032,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
7181,23,100,27331.5,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
7181,1,5030,28689.5,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3939,12,5177,23796.199219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3939,18,14.6,25610.900391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
23,0,173.800003,38380.398438,'INTEREST CREDITED','OTHER','CREDIT'
23,5,5807,56861.5,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
23,0,311.399994,63008.898438,'INTEREST CREDITED','OTHER','CREDIT'
3246,0,114.400002,27622.199219,'INTEREST CREDITED','OTHER','CREDIT'
3246,0,80.400002,18591.300781,'INTEREST CREDITED','OTHER','CREDIT'
660,0,134.399994,31358.400391,'INTEREST CREDITED','OTHER','CREDIT'
660,11,1234,49211.300781,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
660,19,14.6,25143.699219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
660,0,205.5,25158.300781,'INTEREST CREDITED','OTHER','CREDIT'
893,0,215.800003,52654.300781,'INTEREST CREDITED','OTHER','CREDIT'
1193,8,7334,23982.400391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1940,5,4660,18181,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
3075,8,1523,22812.300781,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
878,25,14.6,39628.199219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
91,9,16300,44877.199219,'HOUSEHOLD PAYMENT','CASH WITHDRAWAL','WITHDRAWAL'
2524,0,62.700001,16830.199219,'INTEREST CREDITED','OTHER','CREDIT'
2850,25,14.6,16752,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1425,0,228.699997,57020.300781,'INTEREST CREDITED','OTHER','CREDIT'
744,17,14.6,29052.099609,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
744,5,5740,22436.599609,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
744,8,2165,29128.900391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2074,0,238.899994,47522,'INTEREST CREDITED','OTHER','CREDIT'
2074,26,14.6,23019,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2074,23,14.6,25375.900391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2901,5,4936,37212.101563,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2901,0,129.699997,31924.699219,'INTEREST CREDITED','OTHER','CREDIT'
1351,17,14.6,17668.300781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1351,13,2227,20820.400391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1351,13,2227,24353.400391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
5546,31,14.6,37567.699219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
5546,30,14.6,28943.900391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2932,7,4920,37306.398438,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2932,7,4920,29799.400391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
429,6,5286,28055.599609,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3148,0,99.599998,23748.199219,'INTEREST CREDITED','OTHER','CREDIT'
3148,17,14.6,20836,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3148,17,121.699997,29406.099609,'INTEREST CREDITED','OTHER','CREDIT'
2353,0,223.199997,48453.800781,'INTEREST CREDITED','OTHER','CREDIT'
2353,17,14.6,66529.5,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
7674,16,14.6,31018.5,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
7674,0,209.899994,49008.101563,'INTEREST CREDITED','OTHER','CREDIT'
2166,0,89.300003,15463.200195,'INTEREST CREDITED','OTHER','CREDIT'
2621,0,6.3,15235.299805,'INTEREST CREDITED','OTHER','CREDIT'
9548,31,224,41529.101563,'INTEREST CREDITED','OTHER','CREDIT'
9548,0,254.899994,62047.699219,'INTEREST CREDITED','OTHER','CREDIT'
9833,18,14.6,28538.300781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
9833,0,185.800003,37253.300781,'INTEREST CREDITED','OTHER','CREDIT'
