@relation transactions-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.StringToNominal-R6-weka.filters.unsupervised.attribute.StringToNominal-R5

@attribute account_id numeric
@attribute days numeric
@attribute amount numeric
@attribute balance numeric
@attribute k_symbol {'INTEREST CREDITED','HOUSEHOLD PAYMENT','PAYMENT FOR STATEMENT','LOAN PAYMENT','OLD AGE PENSION',INSURRANCE,'SANCTION INTEREST IF NEG BAL'}
@attribute operation {'OTHER','REMITTED TO ANOTHER BANK','CASH WITHDRAWAL','FROM ANOTHER BANK'}
@attribute type {'CREDIT','WITHDRAWAL'}

@data
9640,26,14.6,41469.601563,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
7181,6,16,57024.5,INSURRANCE,'REMITTED TO ANOTHER BANK','WITHDRAWAL'
3939,18,14.6,28964.199219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
7099,19,14.6,32151,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
114,20,14.6,21176.400391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
53,21,20.700001,9289.200195,'INTEREST CREDITED','OTHER','CREDIT'
53,19,14.6,23241.699219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
128,31,14.6,22260.300781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2932,0,255,85067.703125,'INTEREST CREDITED','OTHER','CREDIT'
3148,0,105,24233.199219,'INTEREST CREDITED','OTHER','CREDIT'
2613,17,14.6,22957.699219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3989,0,104.599998,25245.900391,'INTEREST CREDITED','OTHER','CREDIT'
9833,0,251.800003,68110,'INTEREST CREDITED','OTHER','CREDIT'
998,0,145.100006,24572.300781,'INTEREST CREDITED','OTHER','CREDIT'
3712,0,76.199997,15814.5,'INTEREST CREDITED','OTHER','CREDIT'
2757,31,14.6,13942.299805,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
4260,20,14.6,21414.300781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3863,5,8504,25364.5,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3863,0,124.5,31134.900391,'INTEREST CREDITED','OTHER','CREDIT'
2997,9,1978,24780.5,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2155,5,735,19316,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
718,0,6041,44235.101563,INSURRANCE,'REMITTED TO ANOTHER BANK','WITHDRAWAL'
2661,30,72.400002,22433.400391,'INTEREST CREDITED','OTHER','CREDIT'
2661,0,94.599998,24118.699219,'INTEREST CREDITED','OTHER','CREDIT'
120,17,30,31484.5,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2489,16,14.6,23966.400391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
504,0,129.899994,31005.099609,'INTEREST CREDITED','OTHER','CREDIT'
1937,0,86.300003,21985.599609,'INTEREST CREDITED','OTHER','CREDIT'
219,21,14.6,57924.398438,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3469,15,14.6,25283.5,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2345,0,194,41964.199219,'INTEREST CREDITED','OTHER','CREDIT'
