@relation transactions-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.StringToNominal-R6-weka.filters.unsupervised.attribute.StringToNominal-R5

@attribute account_id numeric
@attribute days numeric
@attribute amount numeric
@attribute balance numeric
@attribute k_symbol {'INTEREST CREDITED','HOUSEHOLD PAYMENT','PAYMENT FOR STATEMENT','LOAN PAYMENT','OLD AGE PENSION',INSURRANCE,'SANCTION INTEREST IF NEG BAL'}
@attribute operation {'OTHER','REMITTED TO ANOTHER BANK','CASH WITHDRAWAL','FROM ANOTHER BANK'}
@attribute type {'CREDIT','WITHDRAWAL'}

@data
3372,14,9838,79739.203125,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
9640,5,10597,67944.796875,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2731,13,5044,66758.898438,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2731,0,227.5,53563,'INTEREST CREDITED','OTHER','CREDIT'
2713,13,6422,27898.900391,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
2713,0,3387,51904.398438,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1863,5,3371,32850.601563,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2453,25,14.6,23897.900391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2302,7,1989,38076.300781,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1765,20,14.6,17657.099609,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
4650,5,554,14849.799805,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1580,12,8094.200195,33309.5,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3939,19,14.6,30318.800781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
23,26,14.6,45911.199219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3246,9,4621,23393.900391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2744,9,14384,25848.199219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2744,22,30,27465.900391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
660,0,134.399994,31358.400391,'INTEREST CREDITED','OTHER','CREDIT'
3254,19,14.6,29054.800781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1193,0,136.5,30419.800781,'INTEREST CREDITED','OTHER','CREDIT'
1193,8,7334,30677.900391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
53,10,4277,17864,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
53,19,14.6,19771,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
53,0,65.400002,16390.099609,'INTEREST CREDITED','OTHER','CREDIT'
987,10,3528,50078.199219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2747,17,14.6,20999.699219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2747,0,78.800003,14090.200195,'INTEREST CREDITED','OTHER','CREDIT'
2747,17,14.6,16699.400391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1940,2,3106,19237.300781,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3655,7,1124,34469.699219,INSURRANCE,'REMITTED TO ANOTHER BANK','WITHDRAWAL'
878,6,3943,39805.5,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
110,25,14.6,42473.199219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
110,25,14.6,58589.800781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
7795,0,376.100006,75958.703125,'INTEREST CREDITED','OTHER','CREDIT'
7795,19,14.6,47364.699219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
128,30,14.6,48337.398438,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2524,17,14.6,21785.900391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2524,16,14.6,16423.199219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2524,5,2550,15213.200195,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
363,0,317.5,55438.699219,'INTEREST CREDITED','OTHER','CREDIT'
1425,0,170.100006,41981.800781,'INTEREST CREDITED','OTHER','CREDIT'
1425,0,179.899994,45030.5,'INTEREST CREDITED','OTHER','CREDIT'
251,20,14.6,35306.300781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
744,17,25.6,23452.400391,'INTEREST CREDITED','OTHER','CREDIT'
744,8,2165,20383.599609,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
744,0,145.300003,36147.300781,'INTEREST CREDITED','OTHER','CREDIT'
5072,8,1065,27886.699219,INSURRANCE,'REMITTED TO ANOTHER BANK','WITHDRAWAL'
3315,0,141,34293.601563,'INTEREST CREDITED','OTHER','CREDIT'
3315,0,327,81503.398438,'INTEREST CREDITED','OTHER','CREDIT'
1052,0,150,29814.300781,'INTEREST CREDITED','OTHER','CREDIT'
2074,26,14.6,47507.398438,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2074,5,2354,63556.5,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2074,0,144.699997,36531.699219,'INTEREST CREDITED','OTHER','CREDIT'
2901,0,118,25478.800781,'INTEREST CREDITED','OTHER','CREDIT'
4727,12,4485,55140.398438,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
4727,18,14.6,35194.300781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
4727,12,4485,93558.898438,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
796,30,90.300003,22513.699219,'INTEREST CREDITED','OTHER','CREDIT'
5546,0,46.700001,25253.400391,'INTEREST CREDITED','OTHER','CREDIT'
2932,4,4,62201.601563,INSURRANCE,'REMITTED TO ANOTHER BANK','WITHDRAWAL'
2932,7,4920,50001.300781,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2932,0,143.100006,30750.300781,'INTEREST CREDITED','OTHER','CREDIT'
2932,4,4,23747.099609,INSURRANCE,'REMITTED TO ANOTHER BANK','WITHDRAWAL'
1505,31,14.6,33711.800781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1505,0,83.900002,19979.400391,'INTEREST CREDITED','OTHER','CREDIT'
117,21,14.6,18186.599609,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
10613,19,213.100006,40810.199219,'INTEREST CREDITED','OTHER','CREDIT'
7674,0,252.699997,68629.898438,'INTEREST CREDITED','OTHER','CREDIT'
2621,24,14.6,14109.799805,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
9833,1,8136,69866.601563,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1469,21,14.6,30153,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
4427,0,45.799999,7458.200195,'INTEREST CREDITED','OTHER','CREDIT'
3712,10,6074,21482.800781,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
3712,3,2499,17261.800781,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3712,0,97.099998,22548.099609,'INTEREST CREDITED','OTHER','CREDIT'
2757,31,14.6,15027.799805,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
4260,19,14.6,24270.400391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
4260,19,14.6,5220.600098,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
5891,30,14.6,41130.101563,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3863,26,14.6,15656.700195,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3863,0,87.900002,22749.5,'INTEREST CREDITED','OTHER','CREDIT'
2997,9,1978,19047.400391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1275,22,14.6,27372,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3370,0,150.699997,8840,'INTEREST CREDITED','OTHER','CREDIT'
3370,29,14.6,7077.200195,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2107,0,94.099998,25431.099609,'INTEREST CREDITED','OTHER','CREDIT'
718,19,14.6,53842.800781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
567,30,76.900002,19150.900391,'INTEREST CREDITED','OTHER','CREDIT'
120,13,3965,37268.898438,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
120,0,171.5,33951.300781,'INTEREST CREDITED','OTHER','CREDIT'
1450,19,14.6,37963.601563,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1450,5,6496,41297.5,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
1450,0,166.5,41064,'INTEREST CREDITED','OTHER','CREDIT'
5428,10,7281.299805,31680.699219,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
5428,0,14.6,48706,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
5428,5,5500,13446.200195,'HOUSEHOLD PAYMENT','CASH WITHDRAWAL','WITHDRAWAL'
5428,0,127.400002,65025,'INTEREST CREDITED','OTHER','CREDIT'
8261,0,101.5,29099.300781,'INTEREST CREDITED','OTHER','CREDIT'
8261,0,73.400002,23561.199219,'INTEREST CREDITED','OTHER','CREDIT'
8261,18,14.6,36659.199219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
4287,0,126.599998,29658.099609,'INTEREST CREDITED','OTHER','CREDIT'
4287,0,130.899994,29590.400391,'INTEREST CREDITED','OTHER','CREDIT'
3843,28,14.6,64669,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3843,30,14.6,14818.700195,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2916,2,2096,41903.699219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1618,6,2265,24117.800781,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1474,0,2695,19871.599609,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1902,0,106.400002,37323.398438,'INTEREST CREDITED','OTHER','CREDIT'
3136,31,131.5,33864.601563,'INTEREST CREDITED','OTHER','CREDIT'
3136,16,14.6,65730.5,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3136,14,2655,76730.5,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1898,0,153.800003,37830.5,'INTEREST CREDITED','OTHER','CREDIT'
3171,7,4848,19710.800781,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
3171,0,63.900002,15407.200195,'INTEREST CREDITED','OTHER','CREDIT'
3171,17,14.6,22048.599609,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1583,31,100,6374.799805,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1909,0,79.800003,18891.099609,'INTEREST CREDITED','OTHER','CREDIT'
6511,31,14.6,87838.203125,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
5387,18,4100,36711.300781,'HOUSEHOLD PAYMENT','CASH WITHDRAWAL','WITHDRAWAL'
5387,0,141.199997,31279,'INTEREST CREDITED','OTHER','CREDIT'
5387,18,3500,28423.5,'HOUSEHOLD PAYMENT','CASH WITHDRAWAL','WITHDRAWAL'
5387,0,11.4,1296,'SANCTION INTEREST IF NEG BAL','CASH WITHDRAWAL','WITHDRAWAL'
9153,3,1451,51555.199219,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2865,9,2,51200.699219,INSURRANCE,'REMITTED TO ANOTHER BANK','WITHDRAWAL'
3469,0,85.199997,16530,'INTEREST CREDITED','OTHER','CREDIT'
3469,1,5822,31789.900391,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
3469,0,134.600006,32548.300781,'INTEREST CREDITED','OTHER','CREDIT'
