@relation transactions-weka.filters.unsupervised.attribute.StringToNominal-Rlast-weka.filters.unsupervised.attribute.StringToNominal-R6-weka.filters.unsupervised.attribute.StringToNominal-R5

@attribute account_id numeric
@attribute days numeric
@attribute amount numeric
@attribute balance numeric
@attribute k_symbol {'INTEREST CREDITED','HOUSEHOLD PAYMENT','PAYMENT FOR STATEMENT','LOAN PAYMENT','OLD AGE PENSION',INSURRANCE,'SANCTION INTEREST IF NEG BAL'}
@attribute operation {'OTHER','REMITTED TO ANOTHER BANK','CASH WITHDRAWAL','FROM ANOTHER BANK'}
@attribute type {'CREDIT','WITHDRAWAL'}

@data
3372,17,14.6,47740.898438,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2731,18,14.6,38338.800781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2713,0,3387,25190.599609,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2713,18,14.6,30596.199219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2453,25,14.6,22770.300781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3733,9,11123,33961.101563,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1580,12,8094.200195,23629.300781,'LOAN PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1199,0,118.699997,27353.599609,'INTEREST CREDITED','OTHER','CREDIT'
3939,0,122.699997,29241.699219,'INTEREST CREDITED','OTHER','CREDIT'
3939,12,5177,24901.900391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3939,12,5177,28482.599609,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
23,0,295.100006,75259.5,'INTEREST CREDITED','OTHER','CREDIT'
1548,0,71.199997,16679.5,'INTEREST CREDITED','OTHER','CREDIT'
3246,0,91.699997,19209.599609,'INTEREST CREDITED','OTHER','CREDIT'
660,19,14.6,31343.800781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
893,28,14.6,71782.796875,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1193,22,14.6,43867.300781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1193,0,96.900002,22364.900391,'INTEREST CREDITED','OTHER','CREDIT'
53,1,2851,22694.699219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
53,1,2851,17801.5,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2747,14,3826,19531,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2747,0,81.599998,22109.199219,'INTEREST CREDITED','OTHER','CREDIT'
7795,30,14.6,64858.398438,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
4010,0,125.5,30516.900391,'INTEREST CREDITED','OTHER','CREDIT'
744,8,2165,22409.5,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
744,0,77.5,19813.300781,'INTEREST CREDITED','OTHER','CREDIT'
5072,1,1863,36385.898438,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
1052,31,14.6,23734.5,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
4727,0,168.5,21882,'INTEREST CREDITED','OTHER','CREDIT'
1351,18,14.6,28385,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2932,20,14.6,56041.601563,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1505,31,14.6,37964.699219,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
117,3,2329,20418.300781,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3148,0,23.799999,13641.799805,'INTEREST CREDITED','OTHER','CREDIT'
3148,16,14.6,18769.300781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
4424,0,181.399994,43052.699219,'INTEREST CREDITED','OTHER','CREDIT'
7674,26,14.6,70997.703125,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2621,0,80.5,15442.5,'INTEREST CREDITED','OTHER','CREDIT'
3989,7,2097,23295.699219,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
998,7,7641,12721.900391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
3712,18,14.6,16763.300781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3712,10,6074,25507.699219,'OLD AGE PENSION','FROM ANOTHER BANK','CREDIT'
5891,0,176.399994,42516,'INTEREST CREDITED','OTHER','CREDIT'
3863,25,14.6,30420.900391,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
144,30,30,41831.398438,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
2155,0,124.199997,30375.400391,'INTEREST CREDITED','OTHER','CREDIT'
3370,30,14.6,32918.101563,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
120,0,128.800003,24429.199219,'INTEREST CREDITED','OTHER','CREDIT'
1450,7,3103,33750.398438,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
5428,0,250,116840,'INTEREST CREDITED','OTHER','CREDIT'
8261,12,1915,27916.800781,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
8261,12,1915,14871.900391,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
4287,0,130.899994,29590.400391,'INTEREST CREDITED','OTHER','CREDIT'
2489,6,3854,17607.099609,'HOUSEHOLD PAYMENT','REMITTED TO ANOTHER BANK','WITHDRAWAL'
2489,0,92.400002,23196.199219,'INTEREST CREDITED','OTHER','CREDIT'
1618,28,87.599998,25131,'INTEREST CREDITED','OTHER','CREDIT'
3167,31,14.6,46141.300781,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
3167,0,227.5,48249.5,'INTEREST CREDITED','OTHER','CREDIT'
1583,19,100,57534.898438,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
1937,14,14.6,16501,'PAYMENT FOR STATEMENT','CASH WITHDRAWAL','WITHDRAWAL'
